background,kind,input,content
Telegram_Chat_Message,黑客,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
一键解锁手机屏幕

一键开屏

一键图案解锁

一键密码解锁

只需鱼苗输入过一次解锁密码系统会自动记录我们只需要点击一键解锁即可开屏
技术联系：@honke868",这是一段与黑客相关的黑灰产聊天记录。
Telegram_Chat_Message,黑客,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
易游
www.eu238.com
新得利
xdl19.com
金佰利
jbl8022.com
宝运来
bao358.com
x-bet
xbet27.com

综合盘渗透一手还有直接提",这是一段与黑客相关的黑灰产聊天记录。
Telegram_Chat_Message,黑客,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
因最近工作需求，需要对一些备案网站进行监测，寻找其存在的漏洞，例如主页篡改，挂暗链，弱口令等。在此期间发现一个有趣的案例，前来分享

一打开就提示404notfound，但是标题又提示官网-官方网，查看源代码发现恶意js

不难看出就是判断了一个UA头，如果是pc访问，就提示404，如果是手机访问就跳转正常博彩网页，方便用户下载APP，代码中主要是对网页标签进行修改，按找xss注入来说，类似于dom型注入（主要看innerHTML）

利用Python爬虫网站渗透",这是一段与黑客相关的黑灰产聊天记录。
Telegram_Chat_Message,黑客,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
有综合，直播，真实渗透，抓取，爬虫的来聊，只合作真实有效料商，虚假无诚意请不要来赌运气。收一手直播机房！速速联系@api99aa",这是一段与黑客相关的黑灰产聊天记录。
Telegram_Chat_Message,黑客,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
域名劫持是互联网攻击的一种方式，通过攻击域名解析服务器（DNS），或伪造域名解析服务器（DNS）的方法，把目标网站域名解析到错误的地址，其效果就是对特定的网址不能访问或访问的是假网址，",这是一段与黑客相关的黑灰产聊天记录。
Telegram_Chat_Message,黑客,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
原始户籍现在开通老底子都能查出来
需要的老板联系

24小时人工客服在线天眼查NB@chadang_NB
私聊发不出消息联系小秘书@chadangNB_bot",这是一段与黑客相关的黑灰产聊天记录。
Telegram_Chat_Message,黑客,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
源头超级签V3tfmdm企业签

【签名app自带推送】
APK安卓报毒免杀过白
极速封装
app备案
免备案域名
老备案域名
全球服务器
个人开发者
企业开发者
谷歌ios上架
处理国内屏蔽，反假
一次合作终身服务
全网招实力代理@gaoqz8
全网招实力代理@gaoqz8",这是一段与黑客相关的黑灰产聊天记录。
Telegram_Chat_Message,黑客,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
源头出IOS国内外个人账号

批发、零售

欢迎超级签平台洽谈！

VX：zhao10346626
TG：@VIP00999
Skype：live:.cid.cd1e00c66c3eacd6",这是一段与黑客相关的黑灰产聊天记录。
Telegram_Chat_Message,黑客,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
源头公司直营iosAPP、一条龙服务。超级签，v2签名、企业v3签名，TF签，封装，报毒、自动apk报毒处理商务联系：@qm699防失联频道：https://t.me/ats2377",这是一段与黑客相关的黑灰产聊天记录。
Telegram_Chat_Message,黑客,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
远控最强版本可以多开后台。手势解锁，防卸载，桌面卸载后，还可控制。资产记录。市面最强。可多开后台多人使用。别拿那些垃圾东西比。在线率最强。不服来测",这是一段与黑客相关的黑灰产聊天记录。
Telegram_Chat_Message,黑客,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
支持oppo一键解锁现在几乎全解这次不会再泄露了除华为vivo其他较新机型都会在无障碍之后触发跳转自动关闭电池限制




最新版本，优化内核天线6.2
全网首家",这是一段与黑客相关的黑灰产聊天记录。
Telegram_Chat_Message,黑客,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
安卓远控木马,可键盘记录/通讯录/相册/视频监控/应用拦截/盗飞机/钱包获取/短信/

更多精品盗U，秒U工具。假钱包
合作商谈:@zhen00888",这是一段与黑客相关的黑灰产聊天记录。
Telegram_Chat_Message,黑客,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
远控更新6.0

无需开启无障碍拦截替换钱包

改良了钱包覆盖的稳定性

修改部分手机绕过权限失败的问题

现在支持隐藏和网页木马生成

优化了主控端的稳定性(告别掉线问题)

修复了一键图案解锁的bug(现在非常灵活)

购买远控联系@qaz8899999

ps:如有新颖以及实用功能或使用中发现bug及时向我反馈我会去更新功能和修复,防止恶意破解软件只接受付费发木马端测试(不开无障碍木马模式不接受测试我也不打算多卖)",这是一段与黑客相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#**曝光一个垃圾棋牌********#63棋牌****

刚刚接触到这个游戏，玩什么都是输，街机，捕鱼，棋牌，各种杀，牛牛从头杀到尾，牛九被吃，牛牛被吃**！

玩了两天输了两天，输了一万多，从来就没赢过这两天，问客服怎么回事，是不是黑台子，客服也是已读不回！真是活久见。大家一定要远离这种黑平台。",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#马来西亚#沙巴亚庇#海岛#比基尼


****[**狗推交流群**](https://t.me/TGbcfacai888)************[**电报导航中心**](https://t.me/daohang821)",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#骗子#吴跃彬#此人注意

福建盘总吴跃彬外号小吴林志新外号阿星做签证一直不结尾款天天说没钱没钱不要做签证之前办过的所有员工的护照首页全部发国内反诈中心大家都过一个好年！

解析:盘总是来搞笑的吗？",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#葡萄牙#法鲁#生活

[吃瓜曝光](https://t.me/tcsss)丨[狗推交流](https://t.me/gtsss)

[XP研究所](https://t.me/tjsss)丨[GIF出处](https://t.me/GIF998)",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#曝光
@Aagou990经查证此人经常在背后偷偷拔套去年因为线下无套其他人鸡鸡中毒，淋病鸡鸡流脓痛两个月，并激光打鸡治疗，请群内老师拉黑他，提醒大家要注意安全要带套套",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#曝光
@xihahao此人自己在电报被骗100块，好心跟他讲骗他的人可能是一哥，结果他到好反过来敲诈勒索群主要精神损失费从100块到500再到500u，有病有病的、果然好人没好下场",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#网友投稿

**昨天被假飞机骗了4500

**昨天下载到这个假飞机，里面有插件你发地址会变成骗子的地址。我换迪拉姆我提前把地址发给换汇的,然后后面把之前的地址删掉,然后有发了一个地址。

结果换汇的直接把u赚转到骗子的地址了，大家不要下载那个到假飞机",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#网友投稿
熬了三个月终于熬到回国了今天kk园区送人回国了目前今天走260个我也是其中的一个kk终于放人了
我们是住在金州c8的在哪里关了差不多三个月了终于达成所愿回国了
不知道在世纪园区里面关着的同胞们回去没有第一批的我先去给你们探探路",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
#叶永毅#YAPYONGYEE#YAPYONGYEE#马来西亚柔佛

骗子纸飞机名字：Y.Y(歪歪）
这个狗逼，利用我兄弟的名誉说要3万马币才能把我兄弟从监狱捞出来，我兄弟的家人给他打款了3万马币，钱收到了就消失不见人了你这个死骗子，还说什么多年的朋友？你配吗？？


****免费爆料投稿：@cnmbg1",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**#曝光黑平台********#500国际****

狗逼黑庄，事情起因那天跟着他们打赛车**，我自己的网盘没有，群友给我推了一个网盘，各种吹牛逼说这个id十万美金买来的，操他血妈，群里全是机器人，那天路子好**5000打到40000一分不给下，直接通道维护说隔天下午再来，隔天下午直接把我号密码改了，最后说**一句500国际我操你血妈。",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**#曝光黑平台********#启航娱乐城****黑款两万U

启航娱乐城黑平台，本人在群里看到下载注册第一次操作1万U，输了，然后再去充值5000，打到了120000人民币，本金回来了，第一次取款9万人民币**，各自理由推脱，还说什么澳门监管，第二天直接冻结账户，垃圾启航，希望你们领导看到回复处理，群里天天都在发广告，我就天天举报。
**
没有一点格局的台子，还他妈东南亚第一去你妈的。**",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**【1】抖音新号实名，便宜好用

【2】抖音粉丝一千以上带实名（不用换绑，包上号，爆款推荐）

【3】抖音老号实名，高权重

【4】抖音万分实名带卡，接码直登，适合一切业务

【5】抖音首次注册，厅卡权重高

【6】抖音蓝v认证（秒通过）



一手直出抖音号/快手号/需要联系客服**",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**3名抢劫杀人犯罪嫌疑人潜逃至缅北电诈窝点，全部落网！

近日**，贵州省龙里县公安机关经过连续奋战，成功破获一起抢劫杀人案，3名非法潜逃至缅北电信网络诈骗窝点的犯罪嫌疑人全部落网。在此期间，专案组秉持“案件不破、决不收兵”的理念，及时扩线深挖，制定工作预案，多次前往云南普洱、西双版纳等地开展工作，最终锁定了3名犯罪嫌疑人的位置。近日，在云南公安机关和缅甸相关地方执法部门的大力协助下，3名犯罪嫌疑人被成功抓获归案，并顺利移交我方。",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**炮台收量,长期包养

收站点，播放器
|下载站|导航站|飞机附近粉群粉|
收代理真实流量诚信合作出鱼格外+5
合作模式：CPA参假一律不结预付免谈
所有一切真实流量渠道均可来撩
官方：****@maomaocpa**",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
******独家二开授权无提示接码平台秒u盗u支持im**tp欧易web3波宝钱包TronLink

独家技术二开以上钱包完美无风险提示

前端不重要，值钱的是绕过了所有钱包的风险提示！上鱼量爆炸

无后门全开源直接运营级，识货的来",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**批发零售**：

**批发零售：微信、飞机、支付宝、蝙蝠QQ、抖音、快手、淘宝、陌陌、滴滴微博、小红书、知乎、积目、伊对闲鱼、探探、推特、火种、领英有缘、油管、GV、苹果ID海内外成品账号**",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**加拿大API接码全新号码上架-20000

所有冷门业务0.01起

招网站代理秒提现

另出whatsapp混合成品号码

客服:****https://t.me/duanxinka_bot**",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**开元棋牌的负责人你们全家吃屎了，充值50000。打到了11万提款一直失败，然后客服让第二天重试，今天账号都登录不进去了，问客服根本不承认我账号在他们平台，说他们的网址是125.vip**。

说我不在他们平台。滚你妈的。不就是叫开元棋牌，一晚上换个网站就不承认我的钱了？输不起开你麻痹的网站

****免费爆料投稿：@cnmbg1",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**项目：淘宝下单刷销量

利润：一单150一天保底1000+
（淘宝下单0风险散户团队都可接）

流程：下单结账退款

要求：不用交任何押金,一天一个实名号可做5单！！！

结账：可口可U可扫码
上押：6000U
项目对接：****@CYZF88888888****
项目公群：****@CY690808qihang**",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
****[**狗推交流群**](https://t.me/TGbcfacai888)************[**电报导航中心**](https://t.me/daohang821)",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
【push科技】
全网自媒体数据互动刷量提升

粉丝点赞评论
收藏转发播放量

支持全网平台
抖音
快手
微博
小红书
视频号
公众号
今日头条
哔哩哔哩
TikTok/国际版抖音
Twitter/推特
Telegram/电报
Instagram/ins
Youtube/油管

自助下单网址

push123.shop

电报客服：@pushkeji",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
【供】
业务内容：日本本地一手车需要日本料
优势：稳拖出算
汇率/费率/费用：点位8日元兑美元汇率159/十二月二十日汇率
押金/佣金模式：双压/30000U以上
结算方式：卡接回U
其他要求：只接精聊要求保5天
联系人：@zzz0003333
只走汇旺担保,拉群或发广告联系@hwdb,其他担保勿扰",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
【供】
全年无休稳定出
国内手机格式12-19冻结带资料扫码登录
国内手机格式12-19支付带正反扫码登录
香港12-19未短信登录
售后包新设备.包秒.密错包15天
50万张港卡接一切注册业务
只走汇旺担保
联系人：@zgzg666
只走汇旺担保,拉群或发广告联系@hwdb,其他担保勿扰",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
【供】
业务内容：机房qq拉粉
优势：机房，日5000粉
汇率/费率/费用：25r一个粉
押金/佣金模式：需方，棋牌娱乐盘口上压.我方不压
结算方式：usdt
其他要求：要求数据保20天以上
联系人：@jhdh11
只走汇旺担保,拉群或发广告联系@hwdb,其他担保勿扰",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
【供】
一手供应
3-8年一机一号精养号扫码登录
私人微信号年号扫码登录
全球WS商业6段大量出
售后包新设备.包秒.5分钟.
包15天找回
联系人:@zgzg666
只走汇旺担保,拉群或发广告联系@hwdb,其他担保勿扰",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
GSM短信验证码通道：
目前可以跑一级/二级！可以出银行里面的贷款例如：（招商银行里面的闪电贷可以指定跑银行里面的贷款）5000条起（t1出数）@cais7777",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
此人恶心到极点了，买了我的技术，自己远控不会用，想退钱，威胁我说去报警了，结果呢？自己拿着我的技术开了频道，去骗钱了，呵呵，大家小心为好，以后我的图片都会加上水印，我看你怎么盗图，操",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
达利公群364罚款
原因公群老板拉小弟去给盘口代付
盘口把小弟拉黑删除提出公群

后面又跟我扯皮说是因为炸了粉。我搜索了一下近期记录。先把小弟踢出了群，拉黑。双向删除记录。幸好小弟提前录屏，被我抓到实质性的证据。1000U的公群让小弟准备1万代付钱这不是扯蛋吗.想要黑钱的公群老板，请勿来达利，在此警告。",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
各位新年将至，不要被割韭菜，很多事使用DnSpy来修改Craxs等各种控制端，进行修改LOGO名称界面等一系列然后高价格售卖！这是骗子行为，请勿相信！",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
卖假钞的骗子王权假钞被骗200
还做个曝光频道曝光别人其实自己就是大骗子
口令领完就拉黑

骗子ID@WQJFJC

**#曝光********#骗子********#王权假钞********#同行避雷****
=========================

全局曝光搜索点亮曝光吧
骗子无处不在我尽我所能
点亮曝光吧为您保驾护航

曝光/商务：****@Gudu357**",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
曝光澳门银河，黑款不给出款，二月份充值五千多，昨天送一些彩金盈利了，卡款不让提款，说活跃度不够，一个月充五千活跃度，不够，完全是扯淡",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
曝光下这个中介商，这个月才做的超级索引，没有一个星期，超级索引跑路了，1000多U，达摩合作了四五个月，今天也跑路了，加起来4000多U了，给大家一些意见，像飞机这些索引广告频道不要在做了，指不定都跑了，达摩和索引这样的都能跑",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
曝光一个骗子频道，还在频道里发截图说我是骗子？你让他拿出证据！我这边的截图是九月初被骗的一个兄弟找到我曝光的，走投无路借来的钱，两万多全部被骗，已经报警，警方已经立案侦查，火币网官方正在协助警方查看币的去向，充币地址也是实名账户，估计很快该落网了。拿着之前在我们团队群里的内容发频道里骗小白，转完币之后就删除聊天记录并拉黑，还嘴上说从来不拉黑人，不是骗子心虚什么？问点技术上的问题一个也答不上来，自己和所谓的设备商自导自演。
信不信无所谓，看结果吧。",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
起源通讯注册卡

162/171/165/170号段
可注册微信、QQ、抖音、快手、贴吧、小红书、知乎等国内主流APP；可注册WhatsApp、Quora、VK、Facebook、Insgram、Telegram等国外主流APP
60元一张，5张起发，百张起优惠",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
起源通讯新业务
出售：
个人APP号系列：
QQ（月亮，单双太）
微信（国内外，老号）
抖音（爱思包，年号实名，员工号）
快手（注册白，注册实名）
淘宝支付宝一体账号
v2个人支付宝v3个人支付宝
企业系列：
企业QQ（企点3.10.30工）
企业支付宝（一拖二，一拖四）
企业微信（年绿超管）
企业钉钉（社区，税务局）
微博老号",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
全球接码，出售各种持久账号
国内国外社交账号应有尽有
欢迎大家下单，手机自助下单
手机端（国内账号）国内社交账号自助下单网址：https://hao.sim-account.top/1.html?POZ7BWvP

手机端（国外账号）国外社交账号自助下单网址：https://hao.sim-account.top/2.html?POZ7BWvP

手机端接码平台自助下单网址：https://hao.sim-account.top/3.html?POZ7BWvP",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
群里发一下，管不管用我发一下，上个月拉我去球速首存三千给我反188没给我，复存一万给我588官网208差我380，然后口令他给的都在图上，球速我输了一万，说好给安排888他把彩金给我算上了，前两天还给我说我让我在他这玩，55个点他只要5个点，我今天不是问暴龙他佣金发没发，他还不给我",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
人心不古，先查、先查了打码验证等免开尊口，合作半年的都能为了一千多跑路。

原因如下：
1、报单查了，我就需要付出成本，而你可以选择不要或者跑单。

2、比如机主，名字身份证号码一起出的，不可能先告诉你一个名字；

3、比如微信反查，要审核，流程长，而且价格贵，更不可能先说出微信实名的名字，在付款了，万一你不要，成本谁来出；

4、还有说开房先给一条记录看到，麻痹的，又不是有现成的数据库可以马上看，联网的每天一回，另外开房有遗漏，没上传没刷证件等就没有。",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
实卡接码对接上百种app

Telegram、Potato、QQ、蝙蝠
抖音、快手、淘宝、京东、百度贴吧
Soul、陌陌、滴滴、微博、小红书
知乎、积目、美团、闲鱼、探探等

承接全球各APP注册接码
全球190个国家号码

温馨提醒
注册登陆，平台取号码

实卡/虚拟接码
郑重承诺：永不顶号，包登录！

唯一客服！@kefu_1S",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
序号：1863
供
提供类型：抖音自热贷款粉
对接方式/对接人：@kfc688867
群链接：https://t.me/+wXog6j4qSYoxMTdh
只走新币担保：@aaaa@bbbb@cccc@dddd@eeee@gggg@hhhh@ffff@iiii其他担保勿扰",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
远离博恩远离司令
本人于1.28在博恩充值1000打到4600不给出款后面又联系到我1000本金退回说再打到1700又开始墨迹提款钱包一共300个U你指望他出款？本人常年在欧陆耀世留有100万+余额套利几千块钱？远离博恩只进不出千万别信他的任何一句话到最后1000块钱本金都不舍得出",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
真人ck号0-5好友
真人ck号5-49好友
真人ck号50-100好友
真人ck号100-200好友
真人ck号200-500个好友
真人ck号500-1000个好友

真人邮箱耐用号0-5好友
真人邮箱耐用5-49好友
真人邮箱耐用号50-100好友
真人邮箱耐用号100-200好友
真人邮箱耐用号200-500个好友
真人邮箱耐用号500-1000个好友",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
哇，这位新朋友真是热情啊！一上来就分享了一个万人在线红包扫雷群，还说喜欢玩的朋友点他主页进群玩尽兴。听起来好像很刺激呢，但是我们要小心上当受骗哦，大家记得保护好自己的个人信息和财产。

**~~ch***rk~~**成为第**37**个被封禁的用户，含有红包群和邀请进群的诱导性语言",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
这位“**项***”同学真是个天才，居然能够通过微信扫码就能稳赚500+，简直是神仙一般存在。不过，如果你想要快速变成穷光蛋，那么就跟他一起玩吧！

**~~项*~~**成为第**1**个被封禁的用户，该用户发言中包含赌博和非法支付相关内容，且使用了微信扫码等引导用户参与的方式，符合垃圾广告特征。",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
这位新朋友真是太有创意了！一上来就给大家分享了一个看起来非常靠谱的赌博网站，还有各种丰厚的奖金和红包等着你们呢！快去注册吧，说不定今天就能赚个盆满钵满呢！当然，我可不保证这个网站的合法性和安全性哦，大家自己小心上当受骗啊！

**~~太阳|*****669~~**成为第**11**个被封禁的用户，该发言包含赌博相关内容和广告特征词汇，提供非法服务和活动的链接。",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
**新版发卡授权盗U系统**


全新二开的trc链授权秒U系统，支持imToken、BitKeep、欧意wed3钱包无提示授权

这个无需搭建后台，只支持Trc链，只有通过授权地址去扫鱼苗

独立网页手动提币，imToken、BitKeep最新版钱包完美授权",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
【**逾期料**-**催收料**】网贷公司内部催收料子
一手实时料，每天出，价格:1.5/条，500条起，指定到省份，只出一次
逾期催收历史料，价格0.5/条，2000条起，指定到省份

【**网贷逾期料**-**短信历史**】22年逾期短信历史料，格式看图，价格0.18/条，一万条起，不能选平台，出全国
十万条起可指定城市
下单咨询：@shujuHK66",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
【分期乐-申请料】分期乐，3号申请库，10万左右的量。找老板包，不散出。不免测。价格15万，有实力来，格式：姓名身份证号码额度时间@cais7777",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
【有钱花-还款料】今年一手历史短信料，价格0.3/条,2000条起，出全国，不指定地区

【360-放款料】今年一手历史短信料，价格0.5/条,2000条起，出全国，不指定地区",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,欺诈,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
国内私人号1到5年大量现货，进群，加人，当主号，带支付，带账单，功能正常，价位不贵。
上号@ygysc666",这是一段与欺诈相关的黑灰产聊天记录。
Telegram_Chat_Message,其他,"下面是一段telegram的聊天记录，请判断其是否与黑灰产相关，若相关请将其进一步分类：
扬帆起航

达利投资100w人民币招推广员：全网招飞机推广员
40个一结，满了40个，每天晚上8点-结账每天轻松赚个200-300块
两天内没满十个的链接自动清除

项目推广结算群：@dazhanzhang",这是一段与黑灰产相关的聊天记录。
